index,name,r,g,b
14116,wm_rh_G_front_sup,180,20,140
14117,wm_rh_G_Ins_lg_and_S_cent_ins,23,10,10
14118,wm_rh_G_insular_short,225,140,140
14119,wm_rh_G_occipital_middle,180,60,180
14120,wm_rh_G_occipital_sup,20,220,60
14121,wm_rh_G_oc_temp_lat_fusifor,60,20,140
14122,wm_rh_G_oc_temp_med_Lingual,220,180,140
14123,wm_rh_G_oc_temp_med_Parahip,65,100,20
14124,wm_rh_G_orbital,220,60,20
14125,wm_rh_G_pariet_inf_Angular,20,60,220
14126,wm_rh_G_pariet_inf_Supramar,100,100,60
14127,wm_rh_G_parietal_sup,220,180,220
14128,wm_rh_G_postcentral,20,180,140
14129,wm_rh_G_precentral,60,140,180
14130,wm_rh_G_precuneus,25,20,140
14131,wm_rh_G_rectus,20,60,100
14132,wm_rh_G_subcallosal,60,220,20
14133,wm_rh_G_temp_sup_G_T_transv,60,60,220
14134,wm_rh_G_temp_sup_Lateral,220,60,220
14135,wm_rh_G_temp_sup_Plan_polar,65,220,60
14136,wm_rh_G_temp_sup_Plan_tempo,25,140,20
14137,wm_rh_G_temporal_inf,220,220,100
14138,wm_rh_G_temporal_middle,180,60,60
14139,wm_rh_Lat_Fis_ant_Horizont,61,20,220
14140,wm_rh_Lat_Fis_ant_Vertical,61,20,60
14141,wm_rh_Lat_Fis_post,61,60,100
14142,wm_rh_Medial_wall,25,25,25
14143,wm_rh_Pole_occipital,140,20,60
14144,wm_rh_Pole_temporal,220,180,20
14145,wm_rh_S_calcarine,63,180,180
14146,wm_rh_S_central,221,20,10
14147,wm_rh_S_cingul_Marginalis,221,20,100
14148,wm_rh_S_circular_insula_ant,221,60,140
14149,wm_rh_S_circular_insula_inf,221,20,220
14150,wm_rh_S_circular_insula_sup,61,220,220
14151,wm_rh_S_collat_transv_ant,100,200,200
14152,wm_rh_S_collat_transv_post,10,200,200
14153,wm_rh_S_front_inf,221,220,20
14154,wm_rh_S_front_middle,141,20,100
14155,wm_rh_S_front_sup,61,220,100
14156,wm_rh_S_interm_prim_Jensen,141,60,20
14157,wm_rh_S_intrapariet_and_P_trans,143,20,220
14158,wm_rh_S_oc_middle_and_Lunatus,101,60,220
14159,wm_rh_S_oc_sup_and_transversal,21,20,140
14160,wm_rh_S_occipital_ant,61,20,180
14161,wm_rh_S_oc_temp_lat,221,140,20
14162,wm_rh_S_oc_temp_med_and_Lingual,141,100,220
14163,wm_rh_S_orbital_lateral,221,100,20
14164,wm_rh_S_orbital_med_olfact,181,200,20
14165,wm_rh_S_orbital_H_Shaped,101,20,20
14166,wm_rh_S_parieto_occipital,101,100,180
14167,wm_rh_S_pericallosal,181,220,20
14168,wm_rh_S_postcentral,21,140,200
14169,wm_rh_S_precentral_inf_part,21,20,240
14170,wm_rh_S_precentral_sup_part,21,20,200
14171,wm_rh_S_suborbital,21,20,60
14172,wm_rh_S_subparietal,101,60,60
14173,wm_rh_S_temporal_inf,21,180,180
14174,wm_rh_S_temporal_sup,223,220,60
14175,wm_rh_S_temporal_transverse,221,60,60
226,Hippocampal_tail,0,255,000
236,subiculum-body,0,0,255
238,CA1-body,255,0,0
235,subiculum-head,0,0,175
215,hippocampal-fissure,40,40,40
233,presubiculum-head,32,0,32
201,alveus,255,204,153
237,CA1-head,175,75,75
234,presubiculum-body,64,0,64
203,parasubiculum,175,175,75
245,molecular_layer_HP-head,100,25,25
246,molecular_layer_HP-body,128,0,0
243,GC-ML-DG-head,75,125,175
240,CA3-body,0,128,0
244,GC-ML-DG-body,32,200,255
241,CA4-head,120,90,50
242,CA4-body,196,160,128
212,fimbria,204,153,204
239,CA3-head,0,80,0
211,HATA,128,255,128
7001,Lateral-nucleus,72,132,181
7003,Basal-nucleus,207,63,79
7008,Accessory-Basal-nucleus,232,146,35
7010,Anterior-amygdaloid-area-AAA,250,250,0
7005,Central-nucleus,197,60,248
7006,Medial-nucleus,2,149,2
7007,Cortical-nucleus,221,249,166
7009,Corticoamygdaloid-transitio,20,60,120
7015,Paralaminar-nucleus,45,205,165
