index,name,r,g,b
14160,wm_rh_S_occipital_ant,61,20,180
14161,wm_rh_S_oc_temp_lat,221,140,20
14162,wm_rh_S_oc_temp_med_and_Lingual,141,100,220
14163,wm_rh_S_orbital_lateral,221,100,20
14164,wm_rh_S_orbital_med_olfact,181,200,20
14165,wm_rh_S_orbital_H_Shaped,101,20,20
14166,wm_rh_S_parieto_occipital,101,100,180
14167,wm_rh_S_pericallosal,181,220,20
14168,wm_rh_S_postcentral,21,140,200
14169,wm_rh_S_precentral_inf_part,21,20,240
14170,wm_rh_S_precentral_sup_part,21,20,200
14171,wm_rh_S_suborbital,21,20,60
14172,wm_rh_S_subparietal,101,60,60
14173,wm_rh_S_temporal_inf,21,180,180
14174,wm_rh_S_temporal_sup,223,220,60
14175,wm_rh_S_temporal_transverse,221,60,60
